adj,noun,type,n,x1,x2,x3,x4,x5,mean_typ,noun_conc
wet,leaf,mag,36,5,3,3,5,5,4.2,5
wooden,chair,acad,31,5,6,4,5,NA,5,4.58
wooden,chair,fic,461,5,6,4,5,NA,5,4.58
wooden,chair,mag,117,5,6,4,5,NA,5,4.58
wooden,chair,news,76,5,6,4,5,NA,5,4.58
wooden,chair,spok,12,5,6,4,5,NA,5,4.58
wooden,guy,fic,19,1,2,1,1,NA,1.25,4.68
wooden,leg,acad,20,2,2,2,NA,NA,2,4.83
wooden,leg,fic,163,2,2,2,NA,NA,2,4.83
wooden,leg,mag,43,2,2,2,NA,NA,2,4.83
wooden,leg,news,16,2,2,2,NA,NA,2,4.83
wooden,leg,spok,10,2,2,2,NA,NA,2,4.83
yellow,door,fic,242,3,3,2,2,NA,2.5,4.81
yellow,door,mag,27,3,3,2,2,NA,2.5,4.81
yellow,door,news,18,3,3,2,2,NA,2.5,4.81
yellow,feather,fic,43,3,2,4,2,NA,2.75,4.9
yellow,feather,mag,14,3,2,4,2,NA,2.75,4.9
yellow,feather,news,12,3,2,4,2,NA,2.75,4.9
yellow,ring,fic,15,4,3,3,3,NA,3.25,4.81
yellow,ring,mag,39,4,3,3,3,NA,3.25,4.81
yellow,ring,news,11,4,3,3,3,NA,3.25,4.81
yellow,tail,fic,37,2,3,3,3,NA,2.75,4.96
yellow,tail,mag,17,2,3,3,3,NA,2.75,4.96
yellow,rain,acad,10,2,2,1,2,NA,1.75,4.97
yellow,rain,fic,89,2,2,1,2,NA,1.75,4.97
yellow,rain,mag,15,2,2,1,2,NA,1.75,4.97
yellow,rain,news,15,2,2,1,2,NA,1.75,4.97
hot,mud,fic,26,2,3,3,3,NA,2.75,4.86
hot,mud,mag,13,2,3,3,3,NA,2.75,4.86
hot,mud,news,13,2,3,3,3,NA,2.75,4.86
red,stripe,fic,37,3,3,3,NA,NA,3,4.72
red,stripe,mag,33,3,3,3,NA,NA,3,4.72
red,stripe,news,22,3,3,3,NA,NA,3,4.72
wet,snow,acad,15,7,5,4,7,NA,5.75,4.85
wet,snow,fic,120,7,5,4,7,NA,5.75,4.85
wet,snow,mag,99,7,5,4,7,NA,5.75,4.85
wet,snow,news,21,7,5,4,7,NA,5.75,4.85
bright,dad,fic,27,2,2,6,3,NA,3.25,4.29
bright,fruit,mag,15,5,5,3,5,NA,4.5,4.81
brown,beach,fic,21,3,6,6,3,NA,4.5,4.79
brown,beach,news,11,3,6,6,3,NA,4.5,4.79
brown,blanket,fic,21,2,3,3,3,NA,2.75,5
brown,clump,fic,14,2,6,NA,NA,NA,4,4
brown,hill,fic,60,4,4,4,3,NA,3.75,4.93
brown,hill,mag,13,4,4,4,3,NA,3.75,4.93
brown,hill,news,14,4,4,4,3,NA,3.75,4.93
brown,stick,fic,21,6,5,5,4,NA,5,4.59
brown,stick,mag,46,6,5,5,4,NA,5,4.59
brown,wing,fic,41,3,5,3,3,NA,3.5,4.86
brown,wing,mag,24,3,5,3,3,NA,3.5,4.86
dark,leg,fic,54,5,4,4,5,NA,4.5,4.83
fat,cat,fic,16,3,5,5,3,NA,4,4.86
fat,cat,spok,25,3,5,5,3,NA,4,4.86
fat,weight,acad,14,NA,NA,NA,NA,NA,NA,NA
fat,weight,fic,12,NA,NA,NA,NA,NA,NA,NA
fat,weight,mag,39,NA,NA,NA,NA,NA,NA,NA
fat,weight,spok,19,NA,NA,NA,NA,NA,NA,NA
giant,creature,mag,11,3,2,3,5,NA,3.25,4.07
giant,eye,fic,19,2,2,1,2,NA,1.75,4.9
green,honey,mag,39,1,1,2,1,NA,1.25,4.88
green,honey,news,23,1,1,2,1,NA,1.25,4.88
green,key,acad,14,2,2,2,3,NA,2.25,4.89
green,road,fic,44,2,1,2,3,NA,2,4.75
green,road,mag,51,2,1,2,3,NA,2,4.75
green,road,news,41,2,1,2,3,NA,2,4.75
green,road,spok,11,2,1,2,3,NA,2,4.75
green,roof,acad,19,2,3,2,2,NA,2.25,4.79
green,roof,fic,34,2,3,2,2,NA,2.25,4.79
green,roof,mag,79,2,3,2,2,NA,2.25,4.79
green,roof,news,29,2,3,2,2,NA,2.25,4.79
green,roof,spok,12,2,3,2,2,NA,2.25,4.79
hot,earth,acad,31,6,4,5,4,NA,4.75,4.8
hot,earth,fic,89,6,4,5,4,NA,4.75,4.8
hot,earth,mag,83,6,4,5,4,NA,4.75,4.8
hot,earth,news,28,6,4,5,4,NA,4.75,4.8
hot,earth,spok,34,6,4,5,4,NA,4.75,4.8
hot,house,acad,25,3,3,5,NA,NA,3.6666666666666665,5
hot,house,fic,294,3,3,5,NA,NA,3.6666666666666665,5
hot,house,mag,182,3,3,5,NA,NA,3.6666666666666665,5
hot,house,news,126,3,3,5,NA,NA,3.6666666666666665,5
hot,house,spok,87,3,3,5,NA,NA,3.6666666666666665,5
naked,kid,fic,38,4,4,5,2,2,3.4,4.56
naked,kid,mag,19,4,4,5,2,2,3.4,4.56
naked,kid,news,10,4,4,5,2,2,3.4,4.56
naked,kid,spok,13,4,4,5,2,2,3.4,4.56
orange,tree,fic,17,2,2,3,2,NA,2.25,5
pink,coat,fic,29,3,3,2,5,2,3,4.97
pink,coat,mag,12,3,3,2,5,2,3,4.97
pink,coat,news,12,3,3,2,5,2,3,4.97
pink,piano,fic,10,2,2,2,2,NA,2,4.9
purple,belly,fic,19,1,1,1,1,NA,1,4.8
purple,ground,fic,20,1,1,3,1,NA,1.5,4.77
purple,ground,mag,13,1,1,3,1,NA,1.5,4.77
purple,ground,news,10,1,1,3,1,NA,1.5,4.77
purple,sweater,fic,27,5,3,3,5,NA,4,4.78
purple,wind,fic,17,1,1,1,1,NA,1,3.93
purple,window,fic,48,2,2,1,4,NA,2.25,4.86
red,boot,acad,14,3,5,3,3,NA,3.5,4.96
red,boot,fic,84,3,5,3,3,NA,3.5,4.96
red,boot,mag,35,3,5,3,3,NA,3.5,4.96
red,boot,news,13,3,5,3,3,NA,3.5,4.96
red,dinner,fic,40,1,3,1,1,NA,1.5,4.5
red,dinner,mag,69,1,3,1,1,NA,1.5,4.5
red,dinner,news,40,1,3,1,1,NA,1.5,4.5
red,path,fic,27,3,3,2,3,NA,2.75,4.41
red,path,mag,26,3,3,2,3,NA,2.75,4.41
red,roof,fic,74,5,3,3,3,NA,3.5,4.79
red,roof,mag,32,5,3,3,3,NA,3.5,4.79
red,roof,news,39,5,3,3,3,NA,3.5,4.79
slippery,ground,fic,12,3,3,3,3,NA,3,4.77
slippery,ground,mag,11,3,3,3,3,NA,3,4.77
solid,line,acad,286,4,5,5,5,NA,4.75,4.5
solid,line,fic,35,4,5,5,5,NA,4.75,4.5
solid,line,mag,82,4,5,5,5,NA,4.75,4.5
solid,line,news,64,4,5,5,5,NA,4.75,4.5
solid,line,spok,14,4,5,5,5,NA,4.75,4.5
sweet,garden,acad,16,3,3,4,3,NA,3.25,4.73
sweet,garden,fic,38,3,3,4,3,NA,3.25,4.73
sweet,garden,mag,115,3,3,4,3,NA,3.25,4.73
sweet,garden,news,27,3,3,4,3,NA,3.25,4.73
sweet,home,acad,36,NA,NA,NA,NA,NA,NA,NA
sweet,home,fic,41,NA,NA,NA,NA,NA,NA,NA
sweet,home,mag,90,NA,NA,NA,NA,NA,NA,NA
sweet,home,news,59,NA,NA,NA,NA,NA,NA,NA
sweet,home,spok,27,NA,NA,NA,NA,NA,NA,NA
sweet,rose,fic,30,3,3,3,3,NA,3,4.9
sweet,rose,mag,28,3,3,3,3,NA,3,4.9
sweet,rose,news,14,3,3,3,3,NA,3,4.9
thick,cheese,fic,12,3,3,4,3,NA,3.25,4.7
thick,cheese,mag,65,3,3,4,3,NA,3.25,4.7
thick,cheese,news,28,3,3,4,3,NA,3.25,4.7
thick,leg,acad,12,7,3,3,3,NA,4,4.83
thick,leg,fic,170,7,3,3,3,NA,4,4.83
thick,leg,mag,28,7,3,3,3,NA,4,4.83
thick,leg,news,16,7,3,3,3,NA,4,4.83
thick,sandwich,fic,23,5,3,4,NA,NA,4,4.9
thick,sandwich,mag,11,5,3,4,NA,NA,4,4.9
thick,soup,fic,41,4,5,6,NA,NA,5,4.72
thick,soup,mag,45,4,5,6,NA,NA,5,4.72
thick,soup,news,34,4,5,6,NA,NA,5,4.72
wet,card,fic,10,2,3,3,2,2,2.4,4.9
wet,child,acad,51,3,3,3,1,NA,2.5,4.78
wet,child,fic,59,3,3,3,1,NA,2.5,4.78
wet,child,mag,18,3,3,3,1,NA,2.5,4.78
wooden,animal,acad,22,2,3,3,2,NA,2.5,4.61
wooden,animal,fic,33,2,3,3,2,NA,2.5,4.61
wooden,animal,mag,24,2,3,3,2,NA,2.5,4.61
wooden,stick,acad,23,6,5,7,6,6,6,4.59
wooden,stick,fic,40,6,5,7,6,6,6,4.59
wooden,stick,mag,24,6,5,7,6,6,6,4.59
wooden,stick,news,23,6,5,7,6,6,6,4.59
wooden,stick,spok,17,6,5,7,6,6,6,4.59
yellow,squash,fic,21,NA,NA,NA,NA,NA,NA,NA
yellow,squash,mag,211,NA,NA,NA,NA,NA,NA,NA
yellow,squash,news,69,NA,NA,NA,NA,NA,NA,NA
yellow,squash,spok,13,NA,NA,NA,NA,NA,NA,NA
yellow,tape,fic,123,3,2,5,5,NA,3.75,4.9
yellow,tape,mag,18,3,2,5,5,NA,3.75,4.9
yellow,tape,news,30,3,2,5,5,NA,3.75,4.9
yellow,tape,spok,18,3,2,5,5,NA,3.75,4.9
yellow,ticket,news,18,3,3,3,3,NA,3,4.7
yellow,wing,fic,31,2,3,2,2,NA,2.25,4.86
yellow,wing,mag,15,2,3,2,2,NA,2.25,4.86
green,card,acad,41,4,3,3,NA,NA,3.3333333333333335,4.9
green,card,fic,64,4,3,3,NA,NA,3.3333333333333335,4.9
green,card,mag,46,4,3,3,NA,NA,3.3333333333333335,4.9
green,card,news,140,4,3,3,NA,NA,3.3333333333333335,4.9
green,card,spok,126,4,3,3,NA,NA,3.3333333333333335,4.9
green,board,acad,10,2,3,2,1,NA,2,4.57
green,board,fic,21,2,3,2,1,NA,2,4.57
green,board,mag,20,2,3,2,1,NA,2,4.57
green,board,news,30,2,3,2,1,NA,2,4.57
red,berry,acad,11,6,3,5,NA,NA,4.666666666666667,4.93
red,berry,fic,18,6,3,5,NA,NA,4.666666666666667,4.93
red,berry,mag,64,6,3,5,NA,NA,4.666666666666667,4.93
red,berry,news,17,6,3,5,NA,NA,4.666666666666667,4.93
green,chest,fic,24,3,3,3,2,NA,2.75,4.93
wooden,sword,acad,18,2,2,3,3,NA,2.5,4.93
wooden,sword,fic,51,2,2,3,3,NA,2.5,4.93
yellow,head,acad,14,3,3,3,3,NA,3,4.75
yellow,head,fic,233,3,3,3,3,NA,3,4.75
yellow,head,mag,63,3,3,3,3,NA,3,4.75
yellow,head,news,23,3,3,3,3,NA,3,4.75
dead,bone,acad,41,3,6,7,3,NA,4.75,4.9
dead,bone,fic,130,3,6,7,3,NA,4.75,4.9
dead,bone,mag,45,3,6,7,3,NA,4.75,4.9
dead,bone,news,15,3,6,7,3,NA,4.75,4.9
dead,bone,spok,16,3,6,7,3,NA,4.75,4.9
green,tooth,fic,19,1,1,2,1,NA,1.25,4.89
pink,piece,fic,50,2,3,3,3,3,2.8,4.14
pink,piece,mag,33,2,3,3,3,3,2.8,4.14
pink,piece,news,11,2,3,3,3,3,2.8,4.14
red,diamond,fic,12,2,3,1,3,1,2,4.89
red,diamond,news,13,2,3,1,3,1,2,4.89
red,head,acad,36,2,3,3,3,NA,2.75,4.75
red,head,fic,235,2,3,3,3,NA,2.75,4.75
red,head,mag,103,2,3,3,3,NA,2.75,4.75
red,head,news,77,2,3,3,3,NA,2.75,4.75
red,head,spok,36,2,3,3,3,NA,2.75,4.75
red,sand,fic,39,2,2,2,3,NA,2.25,5
red,sand,mag,18,2,2,2,3,NA,2.25,5
red,sand,news,12,2,2,2,3,NA,2.25,5
wooden,floor,acad,43,3,3,5,5,NA,4,4.8
wooden,floor,fic,436,3,3,5,5,NA,4,4.8
wooden,floor,mag,125,3,3,5,5,NA,4,4.8
wooden,floor,news,90,3,3,5,5,NA,4,4.8
wooden,floor,spok,16,3,3,5,5,NA,4,4.8
bright,fish,mag,NA,4,3,4,4,NA,3.75,5
dark,cave,fic,19,6,6,7,4,NA,5.75,4.96
dark,dot,fic,16,3,5,5,4,NA,4.25,4.12
dark,letter,fic,26,2,3,4,NA,NA,3,4.7
dead,wife,acad,70,2,3,2,3,NA,2.5,4.13
dead,wife,fic,331,2,3,2,3,NA,2.5,4.13
dead,wife,mag,62,2,3,2,3,NA,2.5,4.13
dead,wife,news,82,2,3,2,3,NA,2.5,4.13
dead,wife,spok,161,2,3,2,3,NA,2.5,4.13
dirty,arm,fic,48,3,3,2,2,NA,2.5,4.96
dirty,glass,fic,121,5,5,4,NA,NA,4.666666666666667,4.82
dirty,glass,mag,10,5,5,4,NA,NA,4.666666666666667,4.82
dirty,glass,news,14,5,5,4,NA,NA,4.666666666666667,4.82
flat,bed,fic,15,6,4,5,6,NA,5.25,5
fuzzy,flower,mag,10,5,4,3,5,2,3.8,5
giant,water,fic,14,3,5,2,NA,NA,3.3333333333333335,5
giant,water,mag,32,3,5,2,NA,NA,3.3333333333333335,5
giant,water,news,14,3,5,2,NA,NA,3.3333333333333335,5
grassy,field,fic,45,5,7,4,6,NA,5.5,4.26
grassy,field,mag,56,5,7,4,6,NA,5.5,4.26
grassy,field,news,30,5,7,4,6,NA,5.5,4.26
green,arm,fic,74,2,2,4,1,NA,2.25,4.96
green,arm,mag,13,2,2,4,1,NA,2.25,4.96
green,belt,acad,18,2,2,5,2,NA,2.75,4.9
green,belt,fic,14,2,2,5,2,NA,2.75,4.9
green,belt,mag,14,2,2,5,2,NA,2.75,4.9
green,blanket,fic,12,5,3,3,2,NA,3.25,5
green,candy,fic,13,3,3,2,3,NA,2.75,4.83
green,candy,mag,12,3,3,2,3,NA,2.75,4.83
green,candy,news,14,3,3,2,3,NA,2.75,4.83
green,deck,fic,12,5,2,3,3,NA,3.25,4.77
green,deck,mag,15,5,2,3,3,NA,3.25,4.77
green,lawn,fic,79,5,6,4,5,NA,5,4.93
green,lawn,mag,47,5,6,4,5,NA,5,4.93
green,lawn,news,29,5,6,4,5,NA,5,4.93
green,lawn,spok,13,5,6,4,5,NA,5,4.93
green,pillow,mag,10,3,2,3,NA,NA,2.6666666666666665,5
green,pine,fic,26,5,6,6,5,NA,5.5,4.37
green,pine,mag,24,5,6,6,5,NA,5.5,4.37
green,pine,news,33,5,6,6,5,NA,5.5,4.37
green,pocket,fic,26,3,2,3,2,NA,2.5,4.68
green,pocket,news,12,3,2,3,2,NA,2.5,4.68
hot,engine,acad,20,4,5,6,4,NA,4.75,4.86
hot,engine,fic,41,4,5,6,4,NA,4.75,4.86
hot,engine,mag,84,4,5,6,4,NA,4.75,4.86
hot,engine,news,18,4,5,6,4,NA,4.75,4.86
hot,fan,fic,37,1,3,3,NA,NA,2.3333333333333335,4.71
hot,fan,mag,52,1,3,3,NA,NA,2.3333333333333335,4.71
hot,fan,news,51,1,3,3,NA,NA,2.3333333333333335,4.71
hot,fan,spok,13,1,3,3,NA,NA,2.3333333333333335,4.71
hot,macaroni,mag,20,3,5,5,3,NA,4,4.97
hot,plate,acad,29,4,5,3,4,NA,4,4.77
hot,plate,fic,230,4,5,3,4,NA,4,4.77
hot,plate,mag,120,4,5,3,4,NA,4,4.77
hot,plate,news,101,4,5,3,4,NA,4,4.77
hot,plate,spok,18,4,5,3,4,NA,4,4.77
hot,sundae,fic,19,NA,NA,NA,NA,NA,NA,NA
hot,sundae,mag,19,NA,NA,NA,NA,NA,NA,NA
hot,sundae,news,14,NA,NA,NA,NA,NA,NA,NA
hot,sundae,spok,13,NA,NA,NA,NA,NA,NA,NA
metallic,color,fic,15,3,3,3,3,NA,3,4.08
metallic,color,mag,39,3,3,3,3,NA,3,4.08
metallic,color,news,11,3,3,3,3,NA,3,4.08
naked,doll,fic,16,2,2,4,2,NA,2.5,5
pink,paint,fic,24,2,4,3,2,NA,2.75,4.79
pink,paint,mag,14,2,4,3,2,NA,2.75,4.79
pink,peach,fic,12,2,5,4,3,NA,3.5,4.9
pink,peach,mag,22,2,5,4,3,NA,3.5,4.9
pink,sandal,fic,15,5,3,2,3,NA,3.25,4.68
purple,leg,fic,35,1,2,2,2,NA,1.75,4.83
purple,suit,fic,35,2,3,3,2,NA,2.5,4.97
purple,suit,mag,18,2,3,3,2,NA,2.5,4.97
red,board,acad,13,3,2,5,3,NA,3.25,4.57
red,board,fic,33,3,2,5,3,NA,3.25,4.57
red,board,mag,30,3,2,5,3,NA,3.25,4.57
red,board,news,37,3,2,5,3,NA,3.25,4.57
red,body,acad,35,2,3,1,2,NA,2,4.79
red,body,fic,117,2,3,1,2,NA,2,4.79
red,body,mag,93,2,3,1,2,NA,2,4.79
red,body,news,31,2,3,1,2,NA,2,4.79
red,body,spok,33,2,3,1,2,NA,2,4.79
red,branch,acad,11,1,1,1,2,NA,1.25,4.9
red,branch,fic,35,1,1,1,2,NA,1.25,4.9
red,branch,mag,23,1,1,1,2,NA,1.25,4.9
red,branch,news,14,1,1,1,2,NA,1.25,4.9
red,brick,acad,11,5,5,5,5,NA,5,4.83
red,brick,fic,112,5,5,5,5,NA,5,4.83
red,brick,mag,43,5,5,5,5,NA,5,4.83
red,brick,news,66,5,5,5,5,NA,5,4.83
red,brick,spok,10,5,5,5,5,NA,5,4.83
red,bush,fic,13,1,3,1,2,NA,1.75,4.9
red,bush,mag,15,1,3,1,2,NA,1.75,4.9
red,clown,fic,18,2,3,4,3,3,3,4.9
red,clown,mag,10,2,3,4,3,3,3,4.9
red,potato,fic,36,4,3,3,3,NA,3.25,4.85
red,potato,mag,194,4,3,3,3,NA,3.25,4.85
red,potato,news,145,4,3,3,3,NA,3.25,4.85
red,potato,spok,19,4,3,3,3,NA,3.25,4.85
scaly,skin,fic,20,3,4,3,2,NA,3,4.79
scaly,skin,mag,41,3,4,3,2,NA,3,4.79
slippery,table,fic,10,2,6,5,2,NA,3.75,4.9
solid,baby,mag,23,3,7,3,6,NA,4.75,5
solid,body,acad,44,3,4,2,3,NA,3,4.79
solid,body,fic,77,3,4,2,3,NA,3,4.79
solid,body,mag,62,3,4,2,3,NA,3,4.79
solid,body,news,11,3,4,2,3,NA,3,4.79
solid,body,spok,12,3,4,2,3,NA,3,4.79
solid,food,acad,83,6,6,NA,NA,NA,6,4.8
solid,food,fic,28,6,6,NA,NA,NA,6,4.8
solid,food,mag,118,6,6,NA,NA,NA,6,4.8
solid,food,news,52,6,6,NA,NA,NA,6,4.8
solid,food,spok,19,6,6,NA,NA,NA,6,4.8
thick,air,acad,14,2,2,2,2,NA,2,4.11
thick,air,fic,251,2,2,2,2,NA,2,4.11
thick,air,mag,57,2,2,2,2,NA,2,4.11
thick,air,news,28,2,2,2,2,NA,2,4.11
thick,mustache,fic,77,4,5,6,4,NA,4.75,4.9
thick,mustache,mag,16,4,5,6,4,NA,4.75,4.9
thick,rope,fic,78,4,5,4,3,NA,4,4.93
thick,rope,mag,24,4,5,4,3,NA,4,4.93
underground,stream,fic,12,NA,NA,NA,NA,NA,NA,NA
underground,stream,mag,10,NA,NA,NA,NA,NA,NA,NA
underground,stream,news,13,NA,NA,NA,NA,NA,NA,NA
wet,girl,fic,61,3,3,2,3,NA,2.75,4.85
wet,girl,mag,10,3,3,2,3,NA,2.75,4.85
wet,mud,fic,64,3,7,6,5,6,5.4,4.86
wet,mud,mag,29,3,7,6,5,6,5.4,4.86
wet,tissue,fic,30,3,3,5,3,NA,3.5,4.93
wooden,hand,acad,32,2,2,2,1,NA,1.75,4.72
wooden,hand,fic,293,2,2,2,1,NA,1.75,4.72
wooden,hand,mag,62,2,2,2,1,NA,1.75,4.72
wooden,hand,news,44,2,2,2,1,NA,1.75,4.72
wooden,hand,spok,11,2,2,2,1,NA,1.75,4.72
wooden,stool,acad,12,3,5,NA,NA,NA,4,4.9
wooden,stool,fic,63,3,5,NA,NA,NA,4,4.9
wooden,stool,mag,21,3,5,NA,NA,NA,4,4.9
wooden,wood,acad,48,7,6,7,7,NA,6.75,4.85
wooden,wood,fic,89,7,6,7,7,NA,6.75,4.85
wooden,wood,mag,59,7,6,7,7,NA,6.75,4.85
wooden,wood,news,36,7,6,7,7,NA,6.75,4.85
yellow,mouth,fic,92,1,3,1,1,NA,1.5,4.74
yellow,mouth,mag,20,1,3,1,1,NA,1.5,4.74
