adj,noun_orig,noun,mass,adj_article,noun_article,article
day,mother,mother,FALSE,a,NA,a
mother,pig,pig,FALSE,a,NA,a
wolf,knocks,knock,FALSE,a,NA,a
wolf,pounds,pound,FALSE,a,NA,a
wolf,whispers,whisper,FALSE,a,NA,a
sun,rises,rise,FALSE,a,NA,a
house,pig,pig,FALSE,a,NA,a
pig,rolls,roll,FALSE,a,NA,a
brick,house,house,FALSE,a,a,a
pig,boils,boil,FALSE,a,NA,a
boiling,pot,pot,FALSE,a,NA,a
soapy,bubble,bubble,FALSE,a,NA,a
wine,purse,purse,FALSE,a,NA,a
dress,clothes,clothes,TRUE,,NA,
floor,days,day,FALSE,a,NA,a
bird,nest,nest,FALSE,a,NA,a
brain,rot,rot,TRUE,,NA,
popsicle,man,man,FALSE,a,NA,a
baby,meat,meat,TRUE,,NA,
baby,ice,ice,TRUE,,NA,
teddy,workshop,workshop,FALSE,a,NA,a
workshop,downtown,downtown,FALSE,a,NA,a
mommy,run,run,FALSE,a,NA,a
monkey,song,song,FALSE,a,NA,a
store,lady,lady,FALSE,a,NA,a
mommy,color,color,FALSE,a,NA,a
color,book,book,FALSE,a,NA,a
rain,colors,colors,FALSE,a,NA,a
bow,colors,colors,FALSE,a,NA,a
baby,body,body,FALSE,a,NA,a
mommy,kisses,kiss,FALSE,a,NA,a
basketball,hoop,hoop,FALSE,a,a,a
dollar,baby,baby,FALSE,a,NA,a
root,beer,beer,FALSE,a,NA,a
candy,bag,bag,FALSE,a,NA,a
batter,circles,circle,FALSE,a,NA,a
one,plates,plate,FALSE,a,NA,a
water,school,school,FALSE,a,NA,a
pencil,box,box,FALSE,a,NA,a
couple,bags,bag,FALSE,a,NA,a
bread,box,box,FALSE,a,NA,a
bear,ballerina,ballerina,FALSE,a,NA,a
cow,boots,boot,FALSE,a,NA,a
girl,boots,boot,FALSE,a,NA,a
banana,mess,mess,FALSE,a,NA,a
soap,counter,counter,FALSE,a,NA,a
phone,mama,mama,FALSE,a,NA,a
velvety,horse,horse,FALSE,a,a,a
mother,bear,bear,FALSE,a,NA,a
wipe,wipe,wipe,FALSE,a,NA,a
fish,aquarium,aquarium,FALSE,a,NA,an
engine,train,train,FALSE,an,NA,a
crack,stage,stage,FALSE,a,NA,a
ball,stage,stage,FALSE,a,NA,a
glue,stick,stick,FALSE,a,NA,a
girl,potty,potty,FALSE,a,NA,a
night,gown,gown,FALSE,a,NA,a
chicken,dance,dance,FALSE,a,NA,a
face,pumpkin,pumpkin,FALSE,a,NA,a
train,ride,ride,FALSE,a,NA,a
racing,cars,car,FALSE,a,NA,a
mother,mother,mother,FALSE,a,NA,a
heart,beats,beat,FALSE,a,NA,a
piano,piece,piece,FALSE,a,NA,a
milk,mustache,mustache,FALSE,a,NA,a
tv,day,day,FALSE,a,NA,a
boxing,glove,glove,FALSE,a,NA,a
ball,ball,ball,FALSE,a,NA,a
scratch,scratch,scratch,FALSE,a,NA,a
car,carrier,carrier,FALSE,a,NA,a
fire,trucks,truck,FALSE,a,NA,a
ice,truck,truck,FALSE,an,NA,a
egg,button,button,FALSE,an,NA,a
people,rug,rug,FALSE,a,NA,a
slap,hands,hand,FALSE,a,a,a
mail,truck,truck,FALSE,a,NA,a
book,tray,tray,FALSE,a,NA,a
pencil,case,case,FALSE,a,NA,a
gum,drop,drop,FALSE,a,NA,a
game,shark,shark,FALSE,a,NA,a
color,legs,leg,FALSE,a,NA,a
leg,guy,guy,FALSE,a,NA,a
guy,talking,talking,TRUE,,NA,
cherry,tomato,tomato,FALSE,a,NA,a
pizza,crust,crust,FALSE,a,NA,a
gas,mask,mask,FALSE,a,NA,a
water,running,running,TRUE,,NA,
shot,mama,mama,FALSE,a,NA,a
rag,doll,doll,FALSE,a,NA,a
buggy,eyes,eye,FALSE,a,NA,an
bug,lifts,lift,FALSE,a,NA,a
muscle,men,man,FALSE,a,NA,a
garbage,feast,feast,FALSE,a,NA,a
dozen,rigs,rig,FALSE,a,NA,a
trucks,call,call,FALSE,a,NA,a
trucks,shout,shout,FALSE,a,NA,a
pull,toy,toy,FALSE,a,NA,a
back,scribbles,scribble,FALSE,a,NA,a
belly,button,button,FALSE,a,NA,a
grandma,sings,sings,TRUE,,NA,
mama,sings,sings,TRUE,,NA,
hip,cat,cat,FALSE,a,NA,a
river,shack,shack,FALSE,a,NA,a
mouse,ears,ear,FALSE,a,NA,an
mama,hats,hat,FALSE,a,a,a
cigar,boxes,box,FALSE,a,NA,a
colors,man,man,FALSE,a,NA,a
ice,cubes,cube,FALSE,an,NA,a
juice,man,man,FALSE,a,NA,a
bubble,blow,blow,FALSE,a,NA,a
pumpkin,head,head,FALSE,a,a,a
fire,hose,hose,FALSE,a,a,a
dinosaur,books,book,FALSE,a,NA,a
letter,blocks,block,FALSE,a,NA,a
room,table,table,FALSE,a,NA,a
star,stickers,sticker,FALSE,a,NA,a
dinosaur,stickers,sticker,FALSE,a,NA,a
flower,day,day,FALSE,a,NA,a
finger,hand,hand,FALSE,a,a,a
building,markers,marker,FALSE,a,NA,a
curve,piece,piece,FALSE,a,NA,a
toy,bag,bag,FALSE,a,NA,a
troll,people,person,FALSE,a,NA,a
lunch,boxes,box,FALSE,a,NA,a
dill,pickle,pickle,FALSE,a,NA,a
ham,ball,ball,FALSE,a,NA,a
nose,guy,guy,FALSE,a,NA,a
baby,rabbit,rabbit,FALSE,a,NA,a
velvety,calf,calf,FALSE,a,NA,a
baby,gorilla,gorilla,FALSE,a,NA,a
cow,boy,boy,FALSE,a,NA,a
sesame,head,head,FALSE,a,a,a
shovel,scoops,scoop,FALSE,a,NA,a
gravel,pile,pile,FALSE,a,NA,a
ball,hangs,hang,FALSE,a,a,a
kiss,day,day,FALSE,a,NA,a
tank,top,top,FALSE,a,NA,a
notch,piece,piece,FALSE,a,NA,a
hail,storm,storm,FALSE,a,NA,a
color,paper,paper,FALSE,a,NA,a
orange,carrot,carrot,FALSE,an,NA,a
baby,leaves,leaf,FALSE,a,NA,a
rain,shower,shower,FALSE,a,NA,a
dog,sausages,sausage,FALSE,a,NA,a
bow,tie,tie,FALSE,a,NA,a
cheese,bag,bag,FALSE,a,NA,a
camp,tray,tray,FALSE,a,NA,a
salad,tape,tape,FALSE,a,NA,a
corn,fan,fan,FALSE,a,NA,a
rabbit,hole,hole,FALSE,a,a,a
mommy,wheels,wheel,FALSE,a,NA,a
night,elephant,elephant,FALSE,a,NA,an
throw,crayons,crayon,FALSE,a,NA,a
circus,train,train,FALSE,a,NA,a
daddy,cow,cow,FALSE,a,NA,a
milk,jugs,jug,FALSE,a,NA,a
tv,retailer,retailer,FALSE,a,NA,a
bath,toys,toy,FALSE,a,NA,a
bath,colors,colors,FALSE,a,NA,a
sea,urchins,urchin,FALSE,a,an,an
steam,spot,spot,FALSE,a,NA,a
cherry,popsicle,popsicle,FALSE,a,NA,a
pretzel,stick,stick,FALSE,a,NA,a
baby,raccoon,raccoon,FALSE,a,NA,a
truck,pieces,piece,FALSE,a,NA,a
circle,pieces,piece,FALSE,a,NA,a
gold,sky,sky,FALSE,a,NA,a
sunset,sky,sky,FALSE,a,NA,a
diamond,pieces,piece,FALSE,a,NA,a
circle,puzzle,puzzle,FALSE,a,NA,a
tree,farm,farm,FALSE,a,NA,a
whale,piece,piece,FALSE,a,NA,a
hand,corner,corner,FALSE,a,NA,a
explorer,guy,guy,FALSE,an,NA,a
night,bear,bear,FALSE,a,NA,a
guy,robot,robot,FALSE,a,NA,a
kick,people,person,FALSE,a,NA,a
paper,cups,cup,FALSE,a,NA,a
telephone,cord,cord,FALSE,a,NA,a
color,stripes,stripe,FALSE,a,NA,a
kitty,kitty,kitty,FALSE,a,NA,a
banana,tree,tree,FALSE,a,NA,a
color,greens,green,TRUE,,NA,
mama,elephant,elephant,FALSE,a,NA,an
furry,fuzzy,fuzzy,FALSE,a,NA,a
fuzzy,mountain,mountain,FALSE,a,NA,a
tree,frog,frog,FALSE,a,NA,a
color,purple,purple,TRUE,,NA,
flower,stems,stem,FALSE,a,NA,a
dance,contest,contest,FALSE,a,NA,a
night,dinosaur,dinosaur,FALSE,a,NA,a
wood,basket,basket,FALSE,a,NA,a
boy,seat,seat,FALSE,a,NA,a
grey,dog,dog,FALSE,a,NA,a
army,man,man,FALSE,an,NA,a
peanut,mouth,mouth,FALSE,a,NA,a
butter,mouth,mouth,FALSE,a,NA,a
kid,game,game,FALSE,a,NA,a
mommy,worm,worm,FALSE,a,NA,a
baby,worm,worm,FALSE,a,NA,a
butterfly,catcher,catcher,FALSE,a,NA,a
juice,bud,bud,FALSE,a,NA,a
beach,token,token,FALSE,a,NA,a
bunny,cloud,cloud,FALSE,a,NA,a
snow,fight,fight,FALSE,a,NA,a
ball,fight,fight,FALSE,a,NA,a
bowling,ball,ball,FALSE,a,NA,a
licorice,snack,snack,FALSE,a,NA,a
foot,foot,foot,FALSE,a,NA,a
box,toys,toy,FALSE,a,NA,a
boy,cup,cup,FALSE,a,NA,a
baby,animal,animal,FALSE,a,NA,an
boy,tiger,tiger,FALSE,a,NA,a
brother,tiger,tiger,FALSE,a,NA,a
baby,jaguar,jaguar,FALSE,a,NA,a
water,bud,bud,FALSE,a,NA,a
leaf,day,day,FALSE,a,NA,a
couple,crayons,crayon,FALSE,a,NA,a
color,rain,rain,TRUE,,NA,
silver,bells,bell,FALSE,a,NA,a
you,guys,guy,FALSE,a,NA,a
princess,sticker,sticker,FALSE,a,NA,a
box,fall,fall,FALSE,a,NA,a
puppet,stage,stage,FALSE,a,NA,a
passenger,train,train,FALSE,a,NA,a
screen,door,door,FALSE,a,NA,a
pee,diaper,diaper,FALSE,a,NA,a
chair,seat,seat,FALSE,a,NA,a
night,gorilla,gorilla,FALSE,a,NA,a
night,armadillo,armadillo,FALSE,a,NA,an
rope,walkers,walker,FALSE,a,NA,a
baby,heart,heart,FALSE,a,a,a
chalk,board,board,FALSE,a,NA,a
rubber,book,book,FALSE,a,NA,a
people,doll,doll,FALSE,a,NA,a
color,skirts,skirt,FALSE,a,NA,a
brass,drum,drum,FALSE,a,NA,a
loaf,pan,pan,FALSE,a,NA,a
sun,block,block,FALSE,a,NA,a
animal,cracker,cracker,FALSE,an,NA,a
cracker,box,box,FALSE,a,NA,a
sunflower,seeds,seed,FALSE,a,NA,a
color,petals,petal,FALSE,a,NA,a
stamp,pad,pad,FALSE,a,NA,a
monkey,dance,dance,FALSE,a,NA,a
baby,moon,moon,FALSE,a,NA,a
snake,tongue,tongue,FALSE,a,NA,a
boa,worm,worm,FALSE,a,NA,a
chipmunk,song,song,FALSE,a,NA,a
bakery,bread,bread,TRUE,,NA,
pet,store,store,FALSE,a,NA,a
pet,cages,cage,FALSE,a,NA,a
animal,magazines,magazine,FALSE,an,NA,a
pet,toys,toy,FALSE,a,NA,a
dog,dishes,dish,FALSE,a,NA,a
pet,food,food,TRUE,,NA,
food,containers,container,FALSE,a,NA,a
shoe,store,store,FALSE,a,NA,a
shoe,wax,wax,TRUE,,NA,
baby,person,person,FALSE,a,NA,a
bulletin,board,board,FALSE,a,NA,a
hand,glove,glove,FALSE,a,NA,a
sister,game,game,FALSE,a,NA,a
color,circles,circle,FALSE,a,NA,a
bowling,pins,pin,FALSE,a,NA,a
flip,flops,flop,FALSE,a,NA,a
kiss,night,night,FALSE,a,NA,a
hay,stack,stack,FALSE,a,NA,a
body,puppets,puppet,FALSE,a,NA,a
fish,puppet,puppet,FALSE,a,NA,a
steam,shovel,shovel,FALSE,a,NA,a
ocean,waves,wave,FALSE,an,NA,a
pie,baking,baking,TRUE,,NA,
bicycle,store,store,FALSE,a,NA,a
baby,eagle,eagle,FALSE,a,NA,an
baby,ostrich,ostrich,FALSE,a,an,an
baby,platypus,platypus,FALSE,a,NA,a
water,honey,honey,TRUE,,a,
day,picture,picture,FALSE,a,NA,a
princess,cake,cake,FALSE,a,NA,a
one,honey,honey,TRUE,,a,
mud,pie,pie,FALSE,a,NA,a
rice,milk,milk,TRUE,,NA,
tennis,shoes,shoe,FALSE,a,NA,a
bus,bees,bee,FALSE,a,NA,a
blood,cells,cell,FALSE,a,NA,a
woman,show,show,FALSE,a,NA,a
pool,honey,honey,TRUE,,a,
grocery,list,list,FALSE,a,NA,a
kitty,litter,litter,TRUE,,NA,
meal,guys,guy,FALSE,a,NA,a
animal,book,book,FALSE,an,NA,a
monkey,bear,bear,FALSE,a,NA,a
color,clothes,clothes,TRUE,,NA,
flower,pants,pants,TRUE,,NA,
boy,baby,baby,FALSE,a,NA,a
soda,bread,bread,TRUE,,NA,
hand,points,point,FALSE,a,NA,a
clock,book,book,FALSE,a,NA,a
tea,cups,cup,FALSE,a,NA,a
silk,worms,worm,FALSE,a,NA,a
tooth,brushes,brush,FALSE,a,NA,a
football,game,game,FALSE,a,NA,a
tooth,school,school,FALSE,a,NA,a
day,teeth,tooth,FALSE,a,NA,a
enamel,shell,shell,FALSE,an,NA,a
molar,coaster,coaster,FALSE,a,NA,a
fruit,pasta,pasta,TRUE,,NA,
bread,pasta,pasta,TRUE,,NA,
fudge,sundaes,sundae,FALSE,a,NA,a
granola,bars,bar,FALSE,a,NA,a
dentist,skips,skip,FALSE,a,NA,a
tooth,book,book,FALSE,a,NA,a
baby,dish,dish,FALSE,a,NA,a
dish,wash,wash,FALSE,a,NA,a
dish,soap,soap,TRUE,,NA,
dance,music,music,TRUE,,NA,
hermit,crab,crab,FALSE,a,NA,a
color,popsicles,popsicle,FALSE,a,NA,a
light,flashing,flashing,TRUE,,NA,
dinosaur,eggs,egg,FALSE,a,NA,an
bed,room,room,FALSE,a,NA,a
bear,swim,swim,FALSE,a,NA,a
cheese,sticks,stick,FALSE,a,NA,a
alarm,clock,clock,FALSE,an,NA,a
alligator,green,green,TRUE,,NA,
bug,pieces,piece,FALSE,a,NA,a
one,pieces,piece,FALSE,a,NA,a
sticker,book,book,FALSE,a,NA,a
grey,clay,clay,TRUE,,NA,
pumpkin,farm,farm,FALSE,a,NA,a
color,knight,knight,FALSE,a,NA,a
triangle,broccoli,broccoli,TRUE,,NA,
oak,trees,tree,FALSE,an,NA,a
pine,trees,tree,FALSE,a,NA,a
tiger,pieces,piece,FALSE,a,NA,a
elephant,eyes,eye,FALSE,an,NA,an
water,skate,skate,FALSE,a,NA,a
skate,boards,board,FALSE,a,NA,a
music,toys,toy,FALSE,a,NA,a
kid,books,book,FALSE,a,NA,a
weenie,hairs,hair,TRUE,,a,
guy,running,running,TRUE,,NA,
baby,buggy,buggy,FALSE,a,NA,a
butter,puddle,puddle,FALSE,a,NA,a
lip,flaps,flap,FALSE,a,NA,a
dog,dance,dance,FALSE,a,NA,a
baby,voices,voice,FALSE,a,NA,a
gym,teacher,teacher,FALSE,a,NA,a
circle,ones,one,FALSE,a,a,a
hammer,head,head,FALSE,a,a,a
daddy,dad,dad,FALSE,a,NA,a
rabbit,stew,stew,FALSE,a,NA,a
velcro,latch,latch,FALSE,a,NA,a
clown,hair,hair,TRUE,,a,
toy,boxes,box,FALSE,a,NA,a
cream,taste,taste,FALSE,a,NA,a
egg,soup,soup,TRUE,,NA,
train,cars,car,FALSE,a,NA,a
blood,checker,checker,FALSE,a,NA,a
foam,piece,piece,FALSE,a,NA,a
piece,bud,bud,FALSE,a,NA,a
ad,green,green,TRUE,,NA,
chocolate,lollipop,lollipop,FALSE,a,NA,a
baby,bag,bag,FALSE,a,NA,a
light,cars,car,FALSE,a,NA,a
grocery,cart,cart,FALSE,a,NA,a
couple,cars,car,FALSE,a,NA,a
train,pieces,piece,FALSE,a,NA,a
kid,scissors,scissors,TRUE,,NA,
giant,pieces,piece,FALSE,a,NA,a
train,line,line,FALSE,a,NA,a
train,money,money,TRUE,,NA,
lunch,break,break,FALSE,a,NA,a
bowl,bud,bud,FALSE,a,NA,a
potato,chips,chip,FALSE,a,NA,a
boy,voice,voice,FALSE,a,NA,a
inch,squares,square,FALSE,an,NA,a
paper,plate,plate,FALSE,a,NA,a
ginger,man,man,FALSE,a,NA,a
music,notes,note,FALSE,a,NA,a
potato,chip,chip,FALSE,a,NA,a
riding,toy,toy,FALSE,a,NA,a
derby,girl,girl,FALSE,a,NA,a
tv,head,head,FALSE,a,a,a
knee,honey,honey,TRUE,,a,
orange,flowers,flower,FALSE,an,NA,a
cup,sweet,sweet,FALSE,a,NA,a
baby,pumpkins,pumpkin,FALSE,a,NA,a
colors,match,match,FALSE,a,NA,a
magnet,toy,toy,FALSE,a,NA,a
metal,clip,clip,FALSE,a,NA,a
doctor,kit,kit,FALSE,a,NA,a
cat,food,food,TRUE,,NA,
ballet,skirt,skirt,FALSE,a,NA,a
kitty,honey,honey,TRUE,,a,
tail,butterfly,butterfly,FALSE,a,NA,a
fairy,pony,pony,FALSE,a,NA,a
spanking,spot,spot,FALSE,a,NA,a
flying,horse,horse,FALSE,a,a,a
steering,wheel,wheel,FALSE,a,NA,a
house,spider,spider,FALSE,a,NA,a
room,slippers,slipper,FALSE,a,NA,a
knitting,basket,basket,FALSE,a,NA,a
baby,sweater,sweater,FALSE,a,NA,a
baby,blanket,blanket,FALSE,a,NA,a
hall,closet,closet,FALSE,a,NA,a
water,toys,toy,FALSE,a,NA,a
clump,clump,clump,FALSE,a,NA,a
shake,gloves,glove,FALSE,a,NA,a
dirt,road,road,FALSE,a,NA,a
girl,mommy,mommy,FALSE,a,NA,a
walking,stick,stick,FALSE,a,NA,a
toe,soup,soup,TRUE,,NA,
box,squirrel,squirrel,FALSE,a,NA,a
kids,day,day,FALSE,a,NA,a
family,day,day,FALSE,a,NA,a
survey,photographs,photograph,FALSE,a,NA,a
guy,screams,scream,FALSE,a,NA,a
horse,running,running,TRUE,,NA,
day,mama,mama,FALSE,a,NA,a
family,exercise,exercise,FALSE,a,NA,an
carrot,stick,stick,FALSE,a,NA,a
tire,mold,mold,FALSE,a,NA,a
concrete,cake,cake,FALSE,a,NA,a
hotel,room,room,FALSE,a,NA,a
piggy,ride,ride,FALSE,a,NA,a
bean,bag,bag,FALSE,a,NA,a
chocolate,dough,dough,TRUE,,NA,
heart,dough,dough,TRUE,,NA,
arcade,music,music,TRUE,,NA,
dogs,faces,face,FALSE,a,NA,a
flower,trees,tree,FALSE,a,NA,a
honey,butter,butter,TRUE,,NA,
flower,tree,tree,FALSE,a,NA,a
brother,mouse,mouse,FALSE,a,NA,a
sister,elephant,elephant,FALSE,a,NA,an
block,cheese,cheese,TRUE,,NA,
chicken,coop,coop,FALSE,a,NA,a
person,game,game,FALSE,a,NA,a
hit,mommy,mommy,FALSE,a,NA,a
onion,rings,ring,FALSE,an,NA,a
clothes,basket,basket,FALSE,a,NA,a
toddler,beds,bed,FALSE,a,NA,a
baking,bread,bread,TRUE,,NA,
bread,dough,dough,TRUE,,NA,
ball,man,man,FALSE,a,NA,a
bread,plum,plum,FALSE,a,NA,a
plum,soup,soup,TRUE,,NA,
sea,turtles,turtle,FALSE,a,NA,a
fish,bowls,bowl,FALSE,a,NA,a
page,book,book,FALSE,a,NA,a
mom,bills,bill,FALSE,a,NA,a
people,drinks,drink,FALSE,a,NA,a
cloth,heart,heart,FALSE,a,a,a
coal,block,block,FALSE,a,NA,a
piano,bench,bench,FALSE,a,NA,a
clock,tower,tower,FALSE,a,NA,a
snap,side,side,FALSE,a,NA,a
check,mark,mark,FALSE,a,NA,a
chocolate,frogs,frog,FALSE,a,NA,a
chocolate,frog,frog,FALSE,a,NA,a
compost,pile,pile,FALSE,a,NA,a
earth,worms,worm,FALSE,an,NA,a
food,chain,chain,FALSE,a,NA,a
plant,debris,debris,TRUE,,NA,
night,crawlers,crawler,FALSE,a,NA,a
worm,belly,belly,FALSE,a,NA,a
adult,earth,earth,TRUE,,NA,
worm,contract,contract,FALSE,a,NA,a
earth,worm,worm,FALSE,an,NA,a
crawling,track,track,FALSE,a,NA,a
worm,tissue,tissue,FALSE,a,NA,a
blood,vessels,vessel,FALSE,a,NA,a
rain,storm,storm,FALSE,a,NA,a
worm,sack,sack,FALSE,a,NA,a
worm,mucus,mucus,FALSE,a,NA,a
spray,bottle,bottle,FALSE,a,NA,a
surface,dwelling,dwelling,FALSE,a,NA,a
dwelling,worms,worm,FALSE,a,NA,a
worm,bin,bin,FALSE,a,NA,a
bait,shop,shop,FALSE,a,NA,a
dog,bun,bun,FALSE,a,NA,a
carrot,peels,peel,FALSE,a,NA,a
lettuce,shells,shell,FALSE,a,NA,a
onion,skins,skin,TRUE,,NA,
bean,plant,plant,FALSE,a,NA,a
bean,plants,plant,FALSE,a,NA,a
worker,man,man,FALSE,a,NA,a
cup,cake,cake,FALSE,a,NA,a
cream,lady,lady,FALSE,a,NA,a
molasses,swamp,swamp,FALSE,a,NA,a
book,baby,baby,FALSE,a,NA,a
mama,deer,deer,FALSE,a,NA,a
mama,bear,bear,FALSE,a,NA,a
bear,walking,walking,TRUE,,NA,
boy,bears,bear,FALSE,a,NA,a
baby,cubs,cub,FALSE,a,NA,a
bear,teeth,tooth,FALSE,a,NA,a
bean,balls,ball,FALSE,a,NA,a
eggplant,peas,pea,FALSE,an,NA,a
fly,ball,ball,FALSE,a,NA,a
air,book,book,FALSE,an,NA,a
balloon,book,book,FALSE,a,NA,a
pitcher,glove,glove,FALSE,a,NA,a
painting,shirt,shirt,FALSE,a,NA,a
copper,dagger,dagger,FALSE,a,NA,a
walk,path,path,FALSE,a,NA,a
bronze,sword,sword,FALSE,a,NA,a
arm,man,man,FALSE,an,NA,a
hot,fire,fire,TRUE,,NA,
eleven,ones,one,FALSE,an,a,a
brown,barn,barn,FALSE,a,NA,a
dish,pig,pig,FALSE,a,NA,a
orange,fingers,finger,FALSE,an,NA,a
grey,label,label,FALSE,a,NA,a
dirty,floors,floor,FALSE,a,NA,a
wet,rain,rain,TRUE,,NA,
red,mama,mama,FALSE,a,NA,a
gold,reindeer,reindeer,FALSE,a,NA,a
outside,wind,wind,TRUE,,NA,
red,sun,sun,TRUE,,NA,
red,butterflies,butterfly,FALSE,a,NA,a
grape,purple,purple,TRUE,,NA,
bright,sun,sun,TRUE,,NA,
mud,color,color,FALSE,a,NA,a
yellow,hand,hand,FALSE,a,a,a
hot,radiator,radiator,FALSE,a,NA,a
hot,eggs,egg,FALSE,a,NA,an
toast,dog,dog,FALSE,a,NA,a
dirty,mice,mouse,FALSE,a,NA,a
dirty,tractor,tractor,FALSE,a,NA,a
strawberry,color,color,FALSE,a,NA,a
unbuttoned,jacket,jacket,FALSE,an,NA,a
hot,pepper,pepper,FALSE,a,NA,a
hot,grease,grease,TRUE,,NA,
locked,door,door,FALSE,a,NA,a
strawberry,ones,one,FALSE,a,a,a
oatmeal,breakfast,breakfast,FALSE,an,NA,a
wet,mommy,mommy,FALSE,a,NA,a
glass,table,table,FALSE,a,NA,a
broken,ones,one,FALSE,a,a,a
upstairs,brush,brush,FALSE,an,NA,a
orange,angelfish,angelfish,FALSE,an,NA,an
outside,truck,truck,FALSE,an,NA,a
purple,daddy,daddy,FALSE,a,NA,a
broken,tv,tv,FALSE,a,NA,a
vanilla,paper,paper,FALSE,a,NA,a
yellow,elephant,elephant,FALSE,a,NA,an
bright,shirt,shirt,FALSE,a,NA,a
dirty,corner,corner,FALSE,a,NA,a
locked,closet,closet,FALSE,a,NA,a
dirty,vents,vent,FALSE,a,NA,a
square,triangle,triangle,FALSE,a,NA,a
wet,ball,ball,FALSE,a,NA,a
bright,engines,engine,FALSE,a,NA,an
wet,pants,pants,TRUE,,NA,
fat,children,child,FALSE,a,NA,a
dirty,table,table,FALSE,a,NA,a
key,lock,lock,FALSE,a,NA,a
dirty,tank,tank,FALSE,a,NA,a
furry,ducks,duck,FALSE,a,NA,a
dirty,truck,truck,FALSE,a,NA,a
light,ball,ball,FALSE,a,NA,a
daddy,picture,picture,FALSE,a,NA,a
orange,tractor,tractor,FALSE,an,NA,a
red,knob,knob,FALSE,a,NA,a
broken,string,string,FALSE,a,NA,a
hot,steam,steam,TRUE,,NA,
hot,pieces,piece,FALSE,a,NA,a
outside,rocket,rocket,FALSE,an,NA,a
red,strawberries,strawberry,FALSE,a,NA,a
round,wheels,wheel,FALSE,a,NA,a
honey,floor,floor,FALSE,a,NA,a
round,wheel,wheel,FALSE,a,NA,a
rectangle,book,book,FALSE,a,NA,a
red,cheeks,cheek,FALSE,a,NA,a
hot,pan,pan,FALSE,a,NA,a
outside,birds,bird,FALSE,an,NA,a
dead,fish,fish,FALSE,a,NA,a
wet,grandpa,grandpa,FALSE,a,NA,a
light,guy,guy,FALSE,a,NA,a
hot,strawberries,strawberry,FALSE,a,NA,a
round,pumpkins,pumpkin,FALSE,a,NA,a
hot,stove,stove,FALSE,a,NA,a
fish,duck,duck,FALSE,a,NA,a
ear,elephant,elephant,FALSE,an,NA,an
outside,trucks,truck,FALSE,an,NA,a
hot,pots,pot,FALSE,a,NA,a
outside,hallway,hallway,FALSE,an,a,a
flat,table,table,FALSE,a,NA,a
dirty,bowl,bowl,FALSE,a,NA,a
hot,chicken,chicken,FALSE,a,NA,a
yellow,parrot,parrot,FALSE,a,NA,a
top,side,side,FALSE,a,NA,a
dirty,garbage,garbage,TRUE,,NA,
top,bird,bird,FALSE,a,NA,a
outside,cup,cup,FALSE,an,NA,a
hot,soup,soup,TRUE,,NA,
orange,orange,orange,FALSE,an,an,an
dot,dots,dot,FALSE,a,NA,a
bear,brother,brother,FALSE,a,NA,a
goose,duck,duck,FALSE,a,NA,a
yellow,white,white,TRUE,,NA,
saucepan,spoon,spoon,FALSE,a,NA,a
purple,wrapper,wrapper,FALSE,a,NA,a
sleeping,dolphins,dolphin,FALSE,a,NA,a
sleeping,dolphin,dolphin,FALSE,a,NA,a
broken,bridge,bridge,FALSE,a,NA,a
broken,toy,toy,FALSE,a,NA,a
dirty,slide,slide,FALSE,a,NA,a
bear,kitty,kitty,FALSE,a,NA,a
daddy,phone,phone,FALSE,a,NA,a
ear,daddy,daddy,FALSE,an,NA,a
hot,mama,mama,FALSE,a,NA,a
wheat,ones,one,FALSE,a,a,a
daddy,birth,birth,FALSE,a,NA,a
throw,garbage,garbage,TRUE,,NA,
tiger,baby,baby,FALSE,a,NA,a
purple,phone,phone,FALSE,a,NA,a
pink,cap,cap,FALSE,a,NA,a
rectangle,door,door,FALSE,a,NA,a
mud,water,water,TRUE,,NA,
purse,purse,purse,FALSE,a,NA,a
light,saber,saber,FALSE,a,NA,a
green,bug,bug,FALSE,a,NA,a
clown,piece,piece,FALSE,a,NA,a
orange,ears,ear,FALSE,an,NA,an
hot,egg,egg,FALSE,a,NA,an
switch,legs,leg,FALSE,a,NA,a
baby,chickens,chicken,FALSE,a,NA,a
alphabet,puzzle,puzzle,FALSE,an,NA,a
triangle,roof,roof,FALSE,a,NA,a
pirate,girl,girl,FALSE,a,NA,a
baby,room,room,FALSE,a,NA,a
bite,apple,apple,FALSE,a,NA,an
bunny,clothes,clothes,TRUE,,NA,
green,scissor,scissor,FALSE,a,NA,a
cut,piece,piece,FALSE,a,NA,a
bear,sleep,sleep,TRUE,,NA,
outside,house,house,FALSE,an,a,a
mommy,parrot,parrot,FALSE,a,NA,a
brown,mud,mud,TRUE,,NA,
purple,dress,dress,FALSE,a,NA,a
green,dress,dress,FALSE,a,NA,a
roof,roof,roof,FALSE,a,NA,a
pink,bubblegum,bubblegum,TRUE,,NA,
green,scrape,scrape,FALSE,a,NA,a
wet,house,house,FALSE,a,a,a
yellow,fire,fire,TRUE,,NA,
nail,cut,cut,FALSE,a,NA,a
purple,bracelets,bracelet,FALSE,a,NA,a
colored,ring,ring,FALSE,a,NA,a
plastic,box,box,FALSE,a,NA,a
dolly,guy,guy,FALSE,a,NA,a
teacher,day,day,FALSE,a,NA,a
purple,batteries,battery,FALSE,a,NA,a
pink,pink,pink,TRUE,,NA,
